Customer,Account.Length,International.Plan,Voice.Mail.Plan,Voice.Mail.Messages,Day.Minutes,Day.Calls,Day.Charge,Evening.Minutes,Evening.Calls,Evening.Charge,Night.Minutes,Night.Calls,Night.Charge,International.Minutes,International.Calls,International.Charge,Customer.Service.Calls,Churn
766,127,No,No,0,107.9,128,18.34,187,77,15.9,218.5,95,9.83,0,0,0,0,No
767,67,No,Yes,28,95,94,16.15,291.2,73,24.75,159.6,114,7.18,10,2,2.7,2,No
768,87,No,No,0,168.2,92,28.59,224.7,100,19.1,169.5,99,7.63,12.9,3,3.48,1,No
769,148,No,No,0,239.3,84,40.68,195.7,85,16.63,232.6,104,10.47,10.9,3,2.94,1,No
770,122,No,No,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,No
771,118,No,Yes,26,170.8,114,29.04,199.5,125,16.96,169.7,98,7.64,9.6,5,2.59,5,Yes
772,132,No,Yes,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,No
773,130,No,Yes,45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1,No
774,107,No,No,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3,No
775,106,No,No,0,235.2,121,39.98,220.6,87,18.75,236.3,91,10.63,11.8,4,3.19,1,No
776,140,No,No,0,235.5,81,40.04,257.2,130,21.86,103.1,111,4.64,11.5,4,3.11,2,No
777,134,No,No,0,208.3,86,35.41,253.6,89,21.56,291,86,13.1,12.6,3,3.4,1,No
778,73,No,No,0,203.3,45,34.56,141.9,87,12.06,200.7,71,9.03,8.5,6,2.3,0,No
779,114,No,No,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,No
780,90,No,No,0,102,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,No
781,95,No,No,0,237.3,83,40.34,154,65,13.09,237,105,10.67,11.2,6,3.02,1,No
782,93,No,No,0,266,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,No
783,85,No,No,0,235.8,109,40.09,157.2,94,13.36,188.2,99,8.47,12,3,3.24,0,No
784,55,No,No,0,286.7,100,48.74,134.4,121,11.42,192.9,122,8.68,6.9,5,1.86,2,No
785,68,No,No,0,222.1,107,37.76,199.4,102,16.95,162.4,107,7.31,9.4,3,2.54,2,No
786,147,No,No,0,274,92,46.58,231.8,82,19.7,283.6,83,12.76,6.2,1,1.67,0,Yes
787,114,Yes,Yes,31,174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,2,No
788,120,No,No,0,180,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,No
789,97,No,Yes,15,117.6,97,19.99,196.3,126,16.69,157.4,113,7.08,6.4,3,1.73,1,No
790,112,No,No,0,185.4,114,31.52,191.4,119,16.27,144,78,6.48,10,11,2.7,2,No
791,72,No,Yes,21,138.1,113,23.48,260.1,83,22.11,135.4,118,6.09,8.2,2,2.21,2,No
792,77,No,No,0,251.8,72,42.81,205.7,126,17.48,275.2,109,12.38,9.8,7,2.65,2,Yes
793,68,No,Yes,22,82.5,97,14.03,289.9,94,24.64,180,114,8.1,4.8,4,1.3,3,No
794,127,No,No,0,221,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,No
795,149,No,No,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1,No
796,53,No,Yes,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,No
797,63,No,No,0,83,64,14.11,177,106,15.05,245.7,89,11.06,13,3,3.51,0,No
798,105,Yes,No,0,228.4,100,38.83,145.1,108,12.33,245.3,140,11.04,7.7,7,2.08,0,No
799,123,No,Yes,39,270.4,99,45.97,245.1,110,20.83,108.9,113,4.9,15.4,7,4.16,1,No
800,91,Yes,No,0,151.8,115,25.81,103.6,116,8.81,156.3,86,7.03,12.2,4,3.29,1,No
801,135,No,No,0,173.4,107,29.48,222,84,18.87,64.2,94,2.89,13.7,6,3.7,1,No
802,148,No,No,0,243,115,41.31,191.8,91,16.3,117.8,93,5.3,13.4,5,3.62,2,No
803,85,No,No,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,No
804,118,No,Yes,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,No
805,88,No,No,0,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24,3,No
806,71,No,Yes,31,115.4,90,19.62,217.4,78,18.48,239.9,102,10.8,13.1,4,3.54,1,No
807,127,No,No,0,261.7,105,44.49,181.8,107,15.45,100.9,131,4.54,3.3,5,0.89,0,No
808,101,No,No,0,190.7,72,32.42,208.6,103,17.73,203.8,111,9.17,8.8,8,2.38,1,No
809,90,No,No,0,145.5,92,24.74,217.7,114,18.5,146.9,123,6.61,10.9,2,2.94,3,No
810,190,No,No,0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,No
811,68,No,No,0,232.4,76,39.51,153.3,103,13.03,214.6,107,9.66,10.5,2,2.84,1,No
812,101,No,Yes,29,121.1,116,20.59,186.4,100,15.84,241.7,75,10.88,10.1,6,2.73,0,No
813,123,No,No,0,114.8,94,19.52,150,104,12.75,268.6,119,12.09,9.6,4,2.59,2,No
814,60,No,Yes,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,No
815,70,No,No,0,197.3,91,33.54,305.8,81,25.99,171,105,7.69,6.7,6,1.81,1,No
816,54,No,No,0,159.8,99,27.17,264,64,22.44,115.7,70,5.21,9.7,7,2.62,2,No
817,120,No,No,0,165,100,28.05,317.2,83,26.96,119.2,86,5.36,8.3,8,2.24,1,No
818,174,No,No,0,192.1,97,32.66,169.9,94,14.44,166.6,54,7.5,11.4,4,3.08,1,No
819,123,No,No,0,105,150,17.85,251.6,90,21.39,258,93,11.61,14.9,5,4.02,0,No
820,146,No,No,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9,7,2.43,2,No
821,68,No,No,0,178.7,61,30.38,252.3,84,21.45,255.7,76,11.51,8.4,4,2.27,1,No
822,168,No,No,0,128.8,96,21.9,104.9,71,8.92,141.1,128,6.35,11.2,2,3.02,1,No
823,90,Yes,No,0,221.8,97,37.71,203.8,134,17.32,215.8,154,9.71,8.4,4,2.27,1,No
824,96,No,Yes,23,183.1,88,31.13,147.4,89,12.53,350.2,108,15.76,11.3,7,3.05,1,No
825,97,No,No,0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,No
826,116,No,Yes,19,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,No
827,163,Yes,No,0,197.2,90,33.52,188.5,113,16.02,211.1,94,9.5,7.8,8,2.11,1,No
828,123,No,Yes,28,124.7,105,21.2,250.4,78,21.28,216.4,128,9.74,7.8,8,2.11,1,No
829,134,No,Yes,38,214.4,93,36.45,211.7,57,17.99,165,79,7.43,10,8,2.7,1,No
830,119,No,No,0,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,No
831,70,No,No,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,No
832,64,No,Yes,40,210,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,No
833,96,No,No,0,144,102,24.48,224.7,73,19.1,227.7,91,10.25,10,7,2.7,1,No
834,89,No,No,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,Yes
835,68,Yes,No,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,Yes
836,38,No,No,0,175.7,109,29.87,211.8,97,18,137.9,109,6.21,9.2,3,2.48,5,Yes
837,87,Yes,No,0,134.2,80,22.81,165,71,14.03,173.1,102,7.79,10.7,5,2.89,0,No
838,83,No,No,0,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0,No
839,108,No,No,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,No
840,55,Yes,No,0,269.6,121,45.83,171.7,91,14.59,219,98,9.86,8.2,6,2.21,1,No
841,134,No,No,0,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0,No
842,135,Yes,Yes,41,173.1,85,29.43,203.9,107,17.33,122.2,78,5.5,14.6,15,3.94,0,Yes
843,130,No,No,0,150.4,119,25.57,230.5,99,19.59,186.3,76,8.38,12.3,4,3.32,1,No
844,115,No,No,0,245.2,105,41.68,159,109,13.52,229.9,74,10.35,7.2,8,1.94,0,No
845,73,No,Yes,31,194.4,104,33.05,176,84,14.96,230.1,110,10.35,11.5,3,3.11,0,No
846,158,No,No,0,172.4,114,29.31,256.6,69,21.81,235.3,104,10.59,0,0,0,2,No
847,144,No,No,0,61.6,117,10.47,77.1,85,6.55,173,99,7.79,8.2,7,2.21,4,Yes
848,125,No,No,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,No
849,54,Yes,No,0,236.3,91,40.17,152.8,130,12.99,160.3,98,7.21,11.2,8,3.02,3,No
850,134,No,No,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,No
851,91,No,Yes,44,216.6,101,36.82,173.1,98,14.71,242.1,95,10.89,9.1,3,2.46,1,No
852,136,Yes,Yes,33,203.9,106,34.66,187.6,99,15.95,101.7,107,4.58,10.5,6,2.84,3,No
853,50,No,No,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,Yes
854,115,No,No,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11,7,2.97,1,No
855,54,No,Yes,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,No
856,132,No,No,0,121.5,88,20.66,253,124,21.51,195.7,120,8.81,10.7,4,2.89,1,No
857,137,No,No,0,205.9,88,35,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,No
858,91,No,No,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12,3,3.24,3,No
859,147,No,No,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,No
860,45,No,No,0,78.6,106,13.36,187.3,110,15.92,184.2,111,8.29,7.4,5,2,1,Yes
861,64,No,No,0,213.5,93,36.3,166.6,114,14.16,122,78,5.49,14.1,3,3.81,3,No
862,89,No,No,0,105.9,151,18,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,No
863,99,No,No,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,No
864,43,No,Yes,35,200.2,105,34.03,244.4,88,20.77,207.2,97,9.32,11.6,4,3.13,3,No
865,58,No,Yes,39,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1,No
866,79,No,No,0,130.2,119,22.13,290.9,121,24.73,194.8,140,8.77,14,6,3.78,3,No
867,25,No,No,0,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2,No
868,181,No,No,0,229.9,130,39.08,144.4,93,12.27,262.4,110,11.81,14.2,4,3.83,2,No
869,41,No,Yes,30,191.7,109,32.59,193,86,16.41,149.4,93,6.72,11.1,4,3,1,No
870,130,No,Yes,12,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,0,No
871,80,No,No,0,220,114,37.4,207.7,76,17.65,168.4,137,7.58,12.1,3,3.27,2,No
872,113,Yes,No,0,122.2,112,20.77,131.7,94,11.19,169.5,106,7.63,10.3,9,2.78,5,Yes
873,143,No,Yes,33,141.4,130,24.04,186.4,114,15.84,210,111,9.45,7.7,6,2.08,1,No
874,60,Yes,No,0,205.9,97,35,277.4,117,23.58,202,139,9.09,11,2,2.97,0,Yes
875,54,No,Yes,33,161.8,73,27.51,273,58,23.21,153.9,76,6.93,13.7,4,3.7,0,No
876,48,No,Yes,34,198,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1,No
877,109,No,No,0,175.4,125,29.82,250.7,87,21.31,289.3,74,13.02,9.8,9,2.65,1,No
878,174,No,No,0,124.3,76,21.13,277.1,112,23.55,250.7,115,11.28,15.5,5,4.19,3,No
879,147,Yes,No,0,157,79,26.69,103.1,94,8.76,211.8,96,9.53,7.1,6,1.92,0,No
880,137,No,No,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13,0,0,0,1,No
881,93,Yes,Yes,38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14,7,3.78,1,Yes
882,96,No,No,0,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1,No
883,99,No,Yes,31,244.1,71,41.5,203.4,58,17.29,234,115,10.53,7.7,4,2.08,3,No
884,66,No,No,0,154,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,Yes
885,85,Yes,No,0,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4,No
886,165,No,No,0,156,88,26.52,276.1,81,23.47,175.9,94,7.92,9.3,5,2.51,1,No
887,97,No,No,0,144.2,91,24.51,226.7,137,19.27,144.6,72,6.51,13.8,4,3.73,3,No
888,108,No,Yes,32,209.5,108,35.62,109.6,64,9.32,189.7,145,8.54,9.1,6,2.46,6,Yes
889,149,No,No,0,140.4,94,23.87,271.8,92,23.1,188.3,108,8.47,11.1,9,3,1,No
890,118,No,No,0,224.6,94,38.18,225.9,120,19.2,269,105,12.11,12.5,8,3.38,2,No
891,61,No,Yes,27,187.5,124,31.88,146.6,103,12.46,225.7,129,10.16,6.4,6,1.73,4,Yes
892,161,Yes,No,0,194.2,106,33.01,249.4,105,21.2,254.9,129,11.47,12.9,1,3.48,1,Yes
893,105,No,Yes,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10,5,2.7,0,No
894,13,No,No,0,58.4,121,9.93,262.2,64,22.29,159,115,7.15,11.9,5,3.21,1,No
895,73,No,No,0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,Yes
896,138,No,No,0,205.9,96,35,257.1,94,21.85,209,63,9.4,12.1,8,3.27,0,No
897,66,No,No,0,205.1,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,2,No
898,123,No,No,0,159.1,94,27.05,241.6,119,20.54,202.4,120,9.11,6.5,1,1.76,1,No
899,1,No,No,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,No
900,61,No,Yes,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,10.9,3,2.94,3,No
901,157,No,No,0,224.5,111,38.17,200.7,99,17.06,116.6,118,5.25,11.5,2,3.11,2,No
902,112,No,No,0,167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,0,No
903,49,No,No,0,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,No
904,129,No,No,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,No
905,135,No,No,0,151.7,82,25.79,119,105,10.12,180,100,8.1,10.5,6,2.84,0,No
906,85,Yes,No,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3,No
907,128,Yes,Yes,32,223.5,81,38,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,Yes
908,87,No,Yes,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,No
909,130,No,No,0,176.9,109,30.07,90.7,104,7.71,238,69,10.71,9.5,2,2.57,1,No
910,97,No,No,0,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4,Yes
911,161,No,No,0,221.7,95,37.69,193,82,16.41,194.1,113,8.73,6.5,4,1.76,3,No
912,88,No,No,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,No
913,92,No,No,0,176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,1,2.59,2,No
914,65,No,No,0,148.7,80,25.28,259,94,22.02,149.5,107,6.73,12.7,6,3.43,2,No
915,24,No,No,0,265.6,86,45.15,208.8,102,17.75,182.5,105,8.21,11.1,6,3,2,Yes
916,28,No,No,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,No
917,74,No,No,0,230.9,93,39.25,223,78,18.96,157.8,101,7.1,9.7,2,2.62,3,No
918,151,No,Yes,26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,No
919,72,No,No,0,147,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1,No
920,115,No,No,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,No
921,111,No,No,0,284.4,89,48.35,157,113,13.35,242.8,91,10.93,8.4,8,2.27,0,Yes
922,36,No,Yes,29,281.4,102,47.84,202.2,76,17.19,187.2,113,8.42,9,6,2.43,2,No
923,133,No,No,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2,Yes
924,152,No,Yes,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1,No
925,131,No,No,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,No
926,93,No,No,0,114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,9,2.94,0,No
927,62,No,No,0,100,98,17,173.5,95,14.75,218,122,9.81,10.1,4,2.73,0,No
928,5,No,No,0,199.2,106,33.86,187.3,12,15.92,214,85,9.63,13.3,3,3.59,3,No
929,8,No,Yes,36,242.9,67,41.29,170.9,59,14.53,177.3,130,7.98,4.8,12,1.3,1,No
930,85,No,No,0,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2,Yes
931,101,No,No,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,No
932,118,No,No,0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,No
933,68,No,No,0,148.8,70,25.3,246.5,164,20.95,129.8,103,5.84,12.1,3,3.27,3,No
934,116,No,No,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,No
935,126,No,Yes,23,114.3,102,19.43,190.3,103,16.18,240.4,111,10.82,12.6,7,3.4,3,No
936,54,No,Yes,39,117.6,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2,No
937,120,No,Yes,31,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,0,No
938,98,No,No,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,No
939,152,No,No,0,101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,2,No
940,149,No,No,0,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,1,No
941,28,No,No,0,180.8,109,30.74,288.8,58,24.55,191.9,91,8.64,14.1,6,3.81,2,No
942,66,No,Yes,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3,No
943,106,No,No,0,212.9,110,36.19,187,69,15.9,128.1,71,5.76,6.3,3,1.7,3,No
944,64,No,No,0,154,67,26.18,225.8,118,19.19,265.3,86,11.94,3.5,3,0.95,1,No
945,101,No,Yes,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13,9,3.51,2,No
946,73,No,No,0,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,No
947,40,Yes,No,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,No
948,63,No,Yes,33,184.2,111,31.31,312.6,89,26.57,264,55,11.88,12.2,4,3.29,1,No
949,124,No,No,0,143.3,120,24.36,230.7,111,19.61,214.3,91,9.64,7.8,2,2.11,4,Yes
950,156,No,No,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,No
951,34,No,No,0,128.8,80,21.9,208.7,93,17.74,202.1,103,9.09,14,7,3.78,1,No
952,114,No,No,0,187.8,109,31.93,154.6,97,13.14,213.9,102,9.63,10.1,3,2.73,2,No
953,111,No,Yes,28,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,No
954,29,No,No,0,196.8,81,33.46,168,110,14.28,132.6,98,5.97,12.7,7,3.43,2,No
955,110,No,No,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,No
956,120,No,No,0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,0,No
957,86,No,Yes,33,253.1,112,43.03,210.1,94,17.86,95,98,4.27,11.9,4,3.21,3,No
958,95,No,No,0,190.2,119,32.33,157.1,70,13.35,181.5,120,8.17,14,6,3.78,0,No
959,55,Yes,No,0,191.9,91,32.62,256.1,110,21.77,203.7,101,9.17,14.3,6,3.86,1,Yes
960,129,No,No,0,159.1,100,27.05,202.5,90,17.21,233.1,96,10.49,11.5,6,3.11,2,No
961,97,No,No,0,218,86,37.06,184,94,15.64,240.5,110,10.82,6.4,8,1.73,3,No
962,119,No,No,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,Yes
963,83,No,No,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,Yes
964,82,No,No,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,Yes
965,135,No,No,0,194.8,97,33.12,235.3,118,20,174.4,126,7.85,11,3,2.97,1,No
966,117,No,No,0,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3,No
967,110,No,No,0,271.1,108,46.09,237,122,20.15,239.9,122,10.8,9.8,5,2.65,2,Yes
968,88,No,No,0,264.8,124,45.02,245.4,112,20.86,160.5,115,7.22,14.8,2,4,1,Yes
969,105,No,Yes,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,No
970,152,No,No,0,228.1,93,38.78,136.4,106,11.59,197.3,107,8.88,9,2,2.43,1,No
971,59,No,No,0,151.8,98,25.81,209.9,92,17.84,266.9,86,12.01,11.9,5,3.21,1,No
972,93,No,No,0,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,2,No
973,38,No,No,0,149,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,No
974,74,No,No,0,187.7,127,31.91,163.4,148,13.89,196,94,8.82,9.1,5,2.46,0,No
975,37,No,Yes,20,264.7,81,45,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,0,No
976,94,No,No,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,No
977,139,Yes,Yes,31,203.5,82,34.6,200.3,72,17.03,214,112,9.63,13.4,6,3.62,1,Yes
978,119,Yes,Yes,16,147.2,103,25.02,160.1,96,13.61,184,120,8.28,7.7,2,2.08,0,Yes
979,99,Yes,Yes,39,126.8,94,21.56,293.6,115,24.96,174.1,91,7.83,8.4,4,2.27,0,No
980,130,No,No,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,No
981,80,No,No,0,105.8,110,17.99,43.9,88,3.73,189.6,87,8.53,13.1,5,3.54,0,No
982,197,No,No,0,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,No
983,90,No,No,0,200.9,92,34.15,164.3,91,13.97,249,98,11.21,8.9,7,2.4,1,No
984,91,Yes,Yes,24,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0,No
985,106,No,Yes,37,223.5,104,38,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,No
986,127,No,No,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,No
987,116,Yes,No,0,215.4,104,36.62,204.8,79,17.41,278.5,109,12.53,12.6,5,3.4,3,No
988,149,No,No,0,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2,No
989,23,No,No,0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2,Yes
990,137,No,Yes,50,186.5,94,31.71,178,106,15.13,215.6,100,9.7,12.1,4,3.27,2,No
991,50,No,No,0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,No
992,148,No,Yes,25,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,13.5,2,3.65,3,No
993,137,No,No,0,115,130,19.55,137.8,83,11.71,224,61,10.08,7.3,4,1.97,3,No
994,29,No,No,0,157.4,122,26.76,145,75,12.33,281.8,92,12.68,9.3,2,2.51,1,No
995,131,Yes,No,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,Yes
996,129,No,No,0,207,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,No
997,90,No,Yes,24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1,No
998,101,No,No,0,231.3,87,39.32,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94,1,No
999,109,No,No,0,222.2,113,37.77,218.5,122,18.57,266,88,11.97,10.9,5,2.94,1,No
1000,55,No,Yes,45,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11,5,2.97,4,Yes
1001,105,No,No,0,147.7,103,25.11,222.7,78,18.93,163.5,102,7.36,12.8,3,3.46,2,No
1002,99,No,No,0,200,66,34,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3,No
1003,71,No,No,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,No
1004,82,No,Yes,29,207.2,111,35.22,254.1,137,21.6,169.3,92,7.62,9.5,5,2.57,2,No
1005,145,No,Yes,43,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,11.1,4,3,2,No
1006,103,No,No,0,185,117,31.45,223.3,94,18.98,222.8,91,10.03,12.6,2,3.4,2,No
1007,52,No,No,0,204.4,97,34.75,273.2,128,23.22,179.6,118,8.08,11,5,2.97,1,No
1008,87,No,No,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1,No
1009,110,No,No,0,192.6,102,32.74,178.9,118,15.21,214.6,74,9.66,9.4,4,2.54,1,No
1010,61,No,Yes,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10,3,2.7,2,No
1011,122,No,Yes,29,195.4,83,33.22,268.2,93,22.8,168,95,7.56,8.4,6,2.27,3,No
1012,86,No,Yes,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,No
1013,102,No,No,0,103.1,70,17.53,275,129,23.38,141.1,92,6.35,11.2,5,3.02,1,No
1014,36,No,No,0,177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92,2,No
1015,144,Yes,Yes,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0,No
1016,69,No,No,0,153.7,109,26.13,194,105,16.49,256.1,114,11.52,14.1,6,3.81,1,No
1017,119,No,No,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3,1,No
1018,184,No,Yes,12,200.3,76,34.05,253.6,105,21.56,149.3,93,6.72,10.2,5,2.75,0,No
1019,48,No,No,0,149.2,146,25.36,161.9,109,13.76,197.9,109,8.91,8.3,2,2.24,3,No
1020,53,No,Yes,37,167.3,99,28.44,194.7,99,16.55,236.7,112,10.65,12,9,3.24,2,No
